source,target,source_location,target_location,source_coordinates,target_coordinates,Con,Date,Year,From_Node_Full_Name,PP,agt_description,AgtId
Libyan peace process_location_4,Libyan peace process_location_9,"الأردن, الأردن","Algérie, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر",POINT (36.941628 31.1667049),POINT (2.9999825 28.0000272),Libya,2018-11-13,2018,"Palermo Conference for and with Libya, Conclusions",Libyan peace process,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",2230
Libyan peace process_location_4,Libyan peace process_location_10,"الأردن, الأردن","جامعة الدول العربية, مطروح, مصر",POINT (36.941628 31.1667049),POINT (29.309454311030105 30.864637000000002),Libya,2018-11-13,2018,"Palermo Conference for and with Libya, Conclusions",Libyan peace process,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",2230
Libyan peace process_location_4,Libyan peace process_location_20,"الأردن, الأردن","African Union, Soomaaliya الصومال",POINT (36.941628 31.1667049),POINT (42.5678934446982 -0.31206275),Libya,2018-11-13,2018,"Palermo Conference for and with Libya, Conclusions",Libyan peace process,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",2230
Libyan peace process_location_4,Libyan peace process_location_13,"الأردن, الأردن","Türkiye, Türkiye",POINT (36.941628 31.1667049),POINT (34.9249653 38.9597594),Libya,2018-11-13,2018,"Palermo Conference for and with Libya, Conclusions",Libyan peace process,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",2230
Libyan peace process_location_4,Libyan peace process_location_16,"الأردن, الأردن","تونس, تونس",POINT (36.941628 31.1667049),POINT (9.400138 33.8439408),Libya,2018-11-13,2018,"Palermo Conference for and with Libya, Conclusions",Libyan peace process,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",2230
Libyan peace process_location_4,Libyan peace process_location_25,"الأردن, الأردن","ليبيا, ليبيا",POINT (36.941628 31.1667049),POINT (18.1236723 26.8234472),Libya,2018-11-13,2018,"Palermo Conference for and with Libya, Conclusions",Libyan peace process,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",2230
Libyan peace process_location_4,Libyan peace process_location_18,"الأردن, الأردن","الإمارات العربية المتحدة, الإمارات العربية المتحدة",POINT (36.941628 31.1667049),POINT (53.9994829 24.0002488),Libya,2018-11-13,2018,"Palermo Conference for and with Libya, Conclusions",Libyan peace process,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",2230
Libyan peace process_location_9,Libyan peace process_location_10,"Algérie, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر","جامعة الدول العربية, مطروح, مصر",POINT (2.9999825 28.0000272),POINT (29.309454311030105 30.864637000000002),Libya,2018-11-13,2018,"Palermo Conference for and with Libya, Conclusions",Libyan peace process,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",2230
Libyan peace process_location_9,Libyan peace process_location_20,"Algérie, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر","African Union, Soomaaliya الصومال",POINT (2.9999825 28.0000272),POINT (42.5678934446982 -0.31206275),Libya,2018-11-13,2018,"Palermo Conference for and with Libya, Conclusions",Libyan peace process,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",2230
Libyan peace process_location_9,Libyan peace process_location_13,"Algérie, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر","Türkiye, Türkiye",POINT (2.9999825 28.0000272),POINT (34.9249653 38.9597594),Libya,2018-11-13,2018,"Palermo Conference for and with Libya, Conclusions",Libyan peace process,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",2230
Libyan peace process_location_9,Libyan peace process_location_16,"Algérie, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر","تونس, تونس",POINT (2.9999825 28.0000272),POINT (9.400138 33.8439408),Libya,2018-11-13,2018,"Palermo Conference for and with Libya, Conclusions",Libyan peace process,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",2230
Libyan peace process_location_9,Libyan peace process_location_25,"Algérie, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر","ليبيا, ليبيا",POINT (2.9999825 28.0000272),POINT (18.1236723 26.8234472),Libya,2018-11-13,2018,"Palermo Conference for and with Libya, Conclusions",Libyan peace process,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",2230
Libyan peace process_location_9,Libyan peace process_location_18,"Algérie, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر","الإمارات العربية المتحدة, الإمارات العربية المتحدة",POINT (2.9999825 28.0000272),POINT (53.9994829 24.0002488),Libya,2018-11-13,2018,"Palermo Conference for and with Libya, Conclusions",Libyan peace process,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",2230
Libyan peace process_location_10,Libyan peace process_location_20,"جامعة الدول العربية, مطروح, مصر","African Union, Soomaaliya الصومال",POINT (29.309454311030105 30.864637000000002),POINT (42.5678934446982 -0.31206275),Libya,2018-11-13,2018,"Palermo Conference for and with Libya, Conclusions",Libyan peace process,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",2230
Libyan peace process_location_10,Libyan peace process_location_13,"جامعة الدول العربية, مطروح, مصر","Türkiye, Türkiye",POINT (29.309454311030105 30.864637000000002),POINT (34.9249653 38.9597594),Libya,2018-11-13,2018,"Palermo Conference for and with Libya, Conclusions",Libyan peace process,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",2230
Libyan peace process_location_10,Libyan peace process_location_16,"جامعة الدول العربية, مطروح, مصر","تونس, تونس",POINT (29.309454311030105 30.864637000000002),POINT (9.400138 33.8439408),Libya,2018-11-13,2018,"Palermo Conference for and with Libya, Conclusions",Libyan peace process,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",2230
Libyan peace process_location_10,Libyan peace process_location_25,"جامعة الدول العربية, مطروح, مصر","ليبيا, ليبيا",POINT (29.309454311030105 30.864637000000002),POINT (18.1236723 26.8234472),Libya,2018-11-13,2018,"Palermo Conference for and with Libya, Conclusions",Libyan peace process,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",2230
Libyan peace process_location_10,Libyan peace process_location_18,"جامعة الدول العربية, مطروح, مصر","الإمارات العربية المتحدة, الإمارات العربية المتحدة",POINT (29.309454311030105 30.864637000000002),POINT (53.9994829 24.0002488),Libya,2018-11-13,2018,"Palermo Conference for and with Libya, Conclusions",Libyan peace process,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",2230
Libyan peace process_location_20,Libyan peace process_location_13,"African Union, Soomaaliya الصومال","Türkiye, Türkiye",POINT (42.5678934446982 -0.31206275),POINT (34.9249653 38.9597594),Libya,2018-11-13,2018,"Palermo Conference for and with Libya, Conclusions",Libyan peace process,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",2230
Libyan peace process_location_20,Libyan peace process_location_16,"African Union, Soomaaliya الصومال","تونس, تونس",POINT (42.5678934446982 -0.31206275),POINT (9.400138 33.8439408),Libya,2018-11-13,2018,"Palermo Conference for and with Libya, Conclusions",Libyan peace process,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",2230
Libyan peace process_location_20,Libyan peace process_location_25,"African Union, Soomaaliya الصومال","ليبيا, ليبيا",POINT (42.5678934446982 -0.31206275),POINT (18.1236723 26.8234472),Libya,2018-11-13,2018,"Palermo Conference for and with Libya, Conclusions",Libyan peace process,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",2230
Libyan peace process_location_20,Libyan peace process_location_18,"African Union, Soomaaliya الصومال","الإمارات العربية المتحدة, الإمارات العربية المتحدة",POINT (42.5678934446982 -0.31206275),POINT (53.9994829 24.0002488),Libya,2018-11-13,2018,"Palermo Conference for and with Libya, Conclusions",Libyan peace process,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",2230
Libyan peace process_location_13,Libyan peace process_location_16,"Türkiye, Türkiye","تونس, تونس",POINT (34.9249653 38.9597594),POINT (9.400138 33.8439408),Libya,2018-11-13,2018,"Palermo Conference for and with Libya, Conclusions",Libyan peace process,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",2230
Libyan peace process_location_13,Libyan peace process_location_25,"Türkiye, Türkiye","ليبيا, ليبيا",POINT (34.9249653 38.9597594),POINT (18.1236723 26.8234472),Libya,2018-11-13,2018,"Palermo Conference for and with Libya, Conclusions",Libyan peace process,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",2230
Libyan peace process_location_13,Libyan peace process_location_18,"Türkiye, Türkiye","الإمارات العربية المتحدة, الإمارات العربية المتحدة",POINT (34.9249653 38.9597594),POINT (53.9994829 24.0002488),Libya,2018-11-13,2018,"Palermo Conference for and with Libya, Conclusions",Libyan peace process,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",2230
Libyan peace process_location_16,Libyan peace process_location_25,"تونس, تونس","ليبيا, ليبيا",POINT (9.400138 33.8439408),POINT (18.1236723 26.8234472),Libya,2018-11-13,2018,"Palermo Conference for and with Libya, Conclusions",Libyan peace process,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",2230
Libyan peace process_location_16,Libyan peace process_location_18,"تونس, تونس","الإمارات العربية المتحدة, الإمارات العربية المتحدة",POINT (9.400138 33.8439408),POINT (53.9994829 24.0002488),Libya,2018-11-13,2018,"Palermo Conference for and with Libya, Conclusions",Libyan peace process,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",2230
Libyan peace process_location_25,Libyan peace process_location_18,"ليبيا, ليبيا","الإمارات العربية المتحدة, الإمارات العربية المتحدة",POINT (18.1236723 26.8234472),POINT (53.9994829 24.0002488),Libya,2018-11-13,2018,"Palermo Conference for and with Libya, Conclusions",Libyan peace process,"An agreement in the form of conference conclusions.  The conference was an attempt to implement a UN Stabilisation plan, to agree on the road map for stabilization, unified institutions, and clear electoral legislation as preliminary conditions for any election to be held. The conference was intended to pave the way for a national conference in January 2019. ",2230
Syrian peace process_location_0,Syrian peace process_location_13,"Россия, Россия","Türkiye, Türkiye",POINT (97.7453061 64.6863136),POINT (34.9249653 38.9597594),Russia/Syria/Turkey,2020-03-05,2020,Additional Protocol to the Memorandum on Stabilization of the Situation in the Idlib De-Escalation Area,Syrian peace process,This short agreement calls for a cease of all military actions in the Idlib de-escalation area.  It provides for the creation of a security corridor and joint Turkish-Russian patrolling.  ,2273
Syrian peace process_location_0,Syrian peace process_location_13,"Россия, Россия","Türkiye, Türkiye",POINT (97.7453061 64.6863136),POINT (34.9249653 38.9597594),Russia/Syria/Turkey,2019-10-22,2019,Memorandum of Understanding Between Turkey and the Russian Federation ,Syrian peace process,This Memorandum of Understanding between the Republic of Turkey and the Russian Federation affirms commitments by both parties pertaining to the resolution of conflict in Syria and the implementation of current agreements to end violence. ,2274
Libyan peace process_location_0,Libyan peace process_location_11,"Россия, Россия","قطر, قطر",POINT (97.7453061 64.6863136),POINT (51.2295295 25.3336984),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_0,Libyan peace process_location_16,"Россия, Россия","تونس, تونس",POINT (97.7453061 64.6863136),POINT (9.400138 33.8439408),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_0,Libyan peace process_location_18,"Россия, Россия","الإمارات العربية المتحدة, الإمارات العربية المتحدة",POINT (97.7453061 64.6863136),POINT (53.9994829 24.0002488),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_0,Libyan peace process_location_13,"Россия, Россия","Türkiye, Türkiye",POINT (97.7453061 64.6863136),POINT (34.9249653 38.9597594),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_0,Libyan peace process_location_20,"Россия, Россия","African Union, Soomaaliya الصومال",POINT (97.7453061 64.6863136),POINT (42.5678934446982 -0.31206275),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_0,Libyan peace process_location_4,"Россия, Россия","الأردن, الأردن",POINT (97.7453061 64.6863136),POINT (36.941628 31.1667049),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_0,Libyan peace process_location_5,"Россия, Россия","مصر, مصر",POINT (97.7453061 64.6863136),POINT (29.2675469 26.2540493),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_0,Libyan peace process_location_9,"Россия, Россия","Algérie, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر",POINT (97.7453061 64.6863136),POINT (2.9999825 28.0000272),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_0,Libyan peace process_location_10,"Россия, Россия","جامعة الدول العربية, مطروح, مصر",POINT (97.7453061 64.6863136),POINT (29.309454311030105 30.864637000000002),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_11,Libyan peace process_location_16,"قطر, قطر","تونس, تونس",POINT (51.2295295 25.3336984),POINT (9.400138 33.8439408),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_11,Libyan peace process_location_18,"قطر, قطر","الإمارات العربية المتحدة, الإمارات العربية المتحدة",POINT (51.2295295 25.3336984),POINT (53.9994829 24.0002488),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_11,Libyan peace process_location_13,"قطر, قطر","Türkiye, Türkiye",POINT (51.2295295 25.3336984),POINT (34.9249653 38.9597594),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_11,Libyan peace process_location_20,"قطر, قطر","African Union, Soomaaliya الصومال",POINT (51.2295295 25.3336984),POINT (42.5678934446982 -0.31206275),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_11,Libyan peace process_location_4,"قطر, قطر","الأردن, الأردن",POINT (51.2295295 25.3336984),POINT (36.941628 31.1667049),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_11,Libyan peace process_location_5,"قطر, قطر","مصر, مصر",POINT (51.2295295 25.3336984),POINT (29.2675469 26.2540493),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_11,Libyan peace process_location_9,"قطر, قطر","Algérie, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر",POINT (51.2295295 25.3336984),POINT (2.9999825 28.0000272),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_11,Libyan peace process_location_10,"قطر, قطر","جامعة الدول العربية, مطروح, مصر",POINT (51.2295295 25.3336984),POINT (29.309454311030105 30.864637000000002),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_16,Libyan peace process_location_18,"تونس, تونس","الإمارات العربية المتحدة, الإمارات العربية المتحدة",POINT (9.400138 33.8439408),POINT (53.9994829 24.0002488),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_16,Libyan peace process_location_13,"تونس, تونس","Türkiye, Türkiye",POINT (9.400138 33.8439408),POINT (34.9249653 38.9597594),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_16,Libyan peace process_location_20,"تونس, تونس","African Union, Soomaaliya الصومال",POINT (9.400138 33.8439408),POINT (42.5678934446982 -0.31206275),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_16,Libyan peace process_location_4,"تونس, تونس","الأردن, الأردن",POINT (9.400138 33.8439408),POINT (36.941628 31.1667049),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_16,Libyan peace process_location_5,"تونس, تونس","مصر, مصر",POINT (9.400138 33.8439408),POINT (29.2675469 26.2540493),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_16,Libyan peace process_location_9,"تونس, تونس","Algérie, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر",POINT (9.400138 33.8439408),POINT (2.9999825 28.0000272),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_16,Libyan peace process_location_10,"تونس, تونس","جامعة الدول العربية, مطروح, مصر",POINT (9.400138 33.8439408),POINT (29.309454311030105 30.864637000000002),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_18,Libyan peace process_location_13,"الإمارات العربية المتحدة, الإمارات العربية المتحدة","Türkiye, Türkiye",POINT (53.9994829 24.0002488),POINT (34.9249653 38.9597594),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_18,Libyan peace process_location_20,"الإمارات العربية المتحدة, الإمارات العربية المتحدة","African Union, Soomaaliya الصومال",POINT (53.9994829 24.0002488),POINT (42.5678934446982 -0.31206275),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_18,Libyan peace process_location_4,"الإمارات العربية المتحدة, الإمارات العربية المتحدة","الأردن, الأردن",POINT (53.9994829 24.0002488),POINT (36.941628 31.1667049),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_18,Libyan peace process_location_5,"الإمارات العربية المتحدة, الإمارات العربية المتحدة","مصر, مصر",POINT (53.9994829 24.0002488),POINT (29.2675469 26.2540493),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_18,Libyan peace process_location_9,"الإمارات العربية المتحدة, الإمارات العربية المتحدة","Algérie, Algérie / ⵍⵣⵣⴰⵢⴻⵔ / الجزائر",POINT (53.9994829 24.0002488),POINT (2.9999825 28.0000272),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_18,Libyan peace process_location_10,"الإمارات العربية المتحدة, الإمارات العربية المتحدة","جامعة الدول العربية, مطروح, مصر",POINT (53.9994829 24.0002488),POINT (29.309454311030105 30.864637000000002),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
Libyan peace process_location_13,Libyan peace process_location_20,"Türkiye, Türkiye","African Union, Soomaaliya الصومال",POINT (34.9249653 38.9597594),POINT (42.5678934446982 -0.31206275),Libya,2021-11-12,2021,Declaration of the Paris International Conference for Libya,Libyan peace process,"Declaration drafted as the concluding document of a conference of Heads of State and Government on Libya in support of the implementation of a Libyan-led and owned political process facilitated by the United Nations, leading to a political solution to the Libyan crisis.
",2433
