source,target,source_coordinates,target_coordinates,shared_keywords,source_institution,target_institution,source_location,target_location
Ramiro Gonçalves,Pedro Neves,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935),"eu project,technology enhanced learning,business education,serious games,game based learning,entrepreneurship education,computers in education,entrepreneurship,facebook",University of Trás-os-Montes e Alto Douro,University of Trás-os-Montes e Alto Douro,"Vila Real, Portugal","Vila Real, Portugal"
Ramiro Gonçalves,Ricardo Rodrigues Nunes,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935),"eu project,technology enhanced learning,business education,serious games,game based learning,entrepreneurship education,computers in education,entrepreneurship,facebook",University of Trás-os-Montes e Alto Douro,University of Trás-os-Montes e Alto Douro,"Vila Real, Portugal","Vila Real, Portugal"
Ramiro Gonçalves,Jorge Lima,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935),"eu project,technology enhanced learning,business education,serious games,game based learning,entrepreneurship education,computers in education,entrepreneurship,facebook",University of Trás-os-Montes e Alto Douro,University of Trás-os-Montes e Alto Douro,"Vila Real, Portugal","Vila Real, Portugal"
Ramiro Gonçalves,João Varajão,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935),"eu project,technology enhanced learning,business education,serious games,game based learning,entrepreneurship education,computers in education,entrepreneurship,facebook",University of Trás-os-Montes e Alto Douro,University of Trás-os-Montes e Alto Douro,"Vila Real, Portugal","Vila Real, Portugal"
Ramiro Gonçalves,Ângela Pereira,POINT (-7.7457614 41.2976935),POINT (-8.8071119 39.7437902),"eu project,technology enhanced learning,business education,serious games,game based learning,entrepreneurship education,computers in education,entrepreneurship,facebook",University of Trás-os-Montes e Alto Douro,Instituto Politécnico de Leiria,"Vila Real, Portugal","Leiria, Portugal"
Ramiro Gonçalves,Urban Lapajne,POINT (-7.7457614 41.2976935),POINT (15.6455854 46.5576439),"eu project,technology enhanced learning,business education,serious games,game based learning,entrepreneurship education,computers in education,entrepreneurship,facebook",University of Trás-os-Montes e Alto Douro,University of Maribor,"Vila Real, Portugal","Maribor, Slovenija"
Ramiro Gonçalves,Matej Rus,POINT (-7.7457614 41.2976935),POINT (15.6455854 46.5576439),"eu project,technology enhanced learning,business education,serious games,game based learning,entrepreneurship education,computers in education,entrepreneurship,facebook",University of Trás-os-Montes e Alto Douro,University of Maribor,"Vila Real, Portugal","Maribor, Slovenija"
Ramiro Gonçalves,Martin Rahe,POINT (-7.7457614 41.2976935),POINT (2.1774322 41.3828939),"eu project,technology enhanced learning,business education,serious games,game based learning,entrepreneurship education,computers in education,entrepreneurship,facebook",University of Trás-os-Montes e Alto Douro,EADA - Escuela de Alta Dirección y Administración,"Vila Real, Portugal","Barcelona, 08001, Catalunya, España"
Ramiro Gonçalves,Andre Mostert,POINT (-7.7457614 41.2976935),POINT (-0.1277653 51.5074456),"eu project,technology enhanced learning,business education,serious games,game based learning,entrepreneurship education,computers in education,entrepreneurship,facebook",University of Trás-os-Montes e Alto Douro,University of East London,"Vila Real, Portugal","London, England, United Kingdom"
Ramiro Gonçalves,Thorsten Klein,POINT (-7.7457614 41.2976935),POINT (-0.1277653 51.5074456),"eu project,technology enhanced learning,business education,serious games,game based learning,entrepreneurship education,computers in education,entrepreneurship,facebook",University of Trás-os-Montes e Alto Douro,University of East London,"Vila Real, Portugal","London, England, United Kingdom"
Ramiro Gonçalves,Viktorija Bojovic,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338),"eu project,technology enhanced learning,business education,serious games,game based learning,entrepreneurship education,computers in education,entrepreneurship,facebook",University of Trás-os-Montes e Alto Douro,University of Novi Sad,"Vila Real, Portugal","Нови Сад, 21000, Војводина, Србија"
Ramiro Gonçalves,Saša Bošnjak,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338),"eu project,technology enhanced learning,business education,serious games,game based learning,entrepreneurship education,computers in education,entrepreneurship,facebook",University of Trás-os-Montes e Alto Douro,University of Novi Sad,"Vila Real, Portugal","Нови Сад, 21000, Војводина, Србија"
Ramiro Gonçalves,Zita Bošnjak,POINT (-7.7457614 41.2976935),POINT (19.8451756 45.2551338),"eu project,technology enhanced learning,business education,serious games,game based learning,entrepreneurship education,computers in education,entrepreneurship,facebook",University of Trás-os-Montes e Alto Douro,University of Novi Sad,"Vila Real, Portugal","Нови Сад, 21000, Војводина, Србија"
Ramiro Gonçalves,João Carvalho,POINT (-7.7457614 41.2976935),POINT (-7.5043211 40.2805658),"eu project,technology enhanced learning,business education,serious games,game based learning,entrepreneurship education,computers in education,entrepreneurship,facebook",University of Trás-os-Montes e Alto Douro,CIEBI - Centro de Inovação Empresarial da Beira Interior,"Vila Real, Portugal","Covilhã, Portugal"
Ramiro Gonçalves,Isabel Duarte,POINT (-7.7457614 41.2976935),POINT (-7.5043211 40.2805658),"eu project,technology enhanced learning,business education,serious games,game based learning,entrepreneurship education,computers in education,entrepreneurship,facebook",University of Trás-os-Montes e Alto Douro,CIEBI - Centro de Inovação Empresarial da Beira Interior,"Vila Real, Portugal","Covilhã, Portugal"
Ramiro Gonçalves,Andreana Casaramona,POINT (-7.7457614 41.2976935),POINT (15.5542082 38.1937571),"eu project,technology enhanced learning,business education,serious games,game based learning,entrepreneurship education,computers in education,entrepreneurship,facebook",University of Trás-os-Montes e Alto Douro,Innova BIC - Business Innovation Centre,"Vila Real, Portugal","Messina, 98121;98122;98123;98124;98125;98126;98127;98128;98129;98131;98132;98133;98134;98135;98136;98137;98138;98139;98141;98142;98143;98144;98145;98146;98147;98148;98149;98151;98152;98153;98154;98155;98156;98157;98158;98161;98162;98163;98164;98165;981669816798168, Sicilia, Italia"
Ramiro Gonçalves,Alberto Soraci,POINT (-7.7457614 41.2976935),POINT (15.5542082 38.1937571),"eu project,technology enhanced learning,business education,serious games,game based learning,entrepreneurship education,computers in education,entrepreneurship,facebook",University of Trás-os-Montes e Alto Douro,Innova BIC - Business Innovation Centre,"Vila Real, Portugal","Messina, 98121;98122;98123;98124;98125;98126;98127;98128;98129;98131;98132;98133;98134;98135;98136;98137;98138;98139;98141;98142;98143;98144;98145;98146;98147;98148;98149;98151;98152;98153;98154;98155;98156;98157;98158;98161;98162;98163;98164;98165;981669816798168, Sicilia, Italia"
Pedro Neves,Ricardo Rodrigues Nunes,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935),"eu project,technology enhanced learning,business education,serious games,game based learning,entrepreneurship education,computers in education,entrepreneurship,facebook",University of Trás-os-Montes e Alto Douro,University of Trás-os-Montes e Alto Douro,"Vila Real, Portugal","Vila Real, Portugal"
Pedro Neves,Jorge Lima,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935),"eu project,technology enhanced learning,business education,serious games,game based learning,entrepreneurship education,computers in education,entrepreneurship,facebook",University of Trás-os-Montes e Alto Douro,University of Trás-os-Montes e Alto Douro,"Vila Real, Portugal","Vila Real, Portugal"
Pedro Neves,João Varajão,POINT (-7.7457614 41.2976935),POINT (-7.7457614 41.2976935),"eu project,technology enhanced learning,business education,serious games,game based learning,entrepreneurship education,computers in education,entrepreneurship,facebook",University of Trás-os-Montes e Alto Douro,University of Trás-os-Montes e Alto Douro,"Vila Real, Portugal","Vila Real, Portugal"
Pedro Neves,Ângela Pereira,POINT (-7.7457614 41.2976935),POINT (-8.8071119 39.7437902),"eu project,technology enhanced learning,business education,serious games,game based learning,entrepreneurship education,computers in education,entrepreneurship,facebook",University of Trás-os-Montes e Alto Douro,Instituto Politécnico de Leiria,"Vila Real, Portugal","Leiria, Portugal"
Pedro Neves,Urban Lapajne,POINT (-7.7457614 41.2976935),POINT (15.6455854 46.5576439),"eu project,technology enhanced learning,business education,serious games,game based learning,entrepreneurship education,computers in education,entrepreneurship,facebook",University of Trás-os-Montes e Alto Douro,University of Maribor,"Vila Real, Portugal","Maribor, Slovenija"
Pedro Neves,Matej Rus,POINT (-7.7457614 41.2976935),POINT (15.6455854 46.5576439),"eu project,technology enhanced learning,business education,serious games,game based learning,entrepreneurship education,computers in education,entrepreneurship,facebook",University of Trás-os-Montes e Alto Douro,University of Maribor,"Vila Real, Portugal","Maribor, Slovenija"
